gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
PIP4P1,7.96E-07,-0.34142267,0.125,0.153,0.02914583
ZNF250,8.01E-07,0.344998475,0.063,0.05,0.029328797
SERINC5,8.07E-07,-0.618206335,0.161,0.222,0.029549523
WBP1,8.14E-07,0.313208542,0.138,0.112,0.029797849
FBXO38,8.21E-07,-0.51084034,0.049,0.066,0.030036356
PAF1,8.25E-07,0.232286895,0.087,0.072,0.030197163
PYM1,8.27E-07,-0.219623145,0.086,0.096,0.030277064
TMEM123,8.32E-07,-0.334931811,0.398,0.453,0.030453841
HSPB11,8.41E-07,0.528198769,0.129,0.092,0.030785458
SNRPN,8.53E-07,0.202561485,0.148,0.135,0.031232761
PTPRJ,8.65E-07,-0.212843793,0.195,0.198,0.031651759
ANKRD36,8.66E-07,-0.293520352,0.14,0.164,0.03170435
RABEP1,8.75E-07,-0.250074941,0.138,0.155,0.03201368
ATP10A,8.89E-07,0.248655717,0.067,0.055,0.032548597
ARIH1,8.90E-07,-0.184331084,0.314,0.324,0.032570134
SPEN,9.13E-07,-0.115028548,0.18,0.186,0.033412507
TANK,9.29E-07,-0.140661745,0.215,0.216,0.03398491
NUDT4,9.32E-07,0.139141839,0.18,0.165,0.034122401
POU2F1,9.34E-07,-0.445372732,0.071,0.088,0.034168237
RIOK1,9.51E-07,-0.246584168,0.09,0.103,0.034815065
BEST1,9.53E-07,-0.46877616,0.107,0.124,0.034883726
COPS3,9.66E-07,0.161464292,0.153,0.137,0.035338646
AFTPH,9.79E-07,-0.142608124,0.103,0.107,0.035817951
ZMIZ1,9.88E-07,0.176668191,0.106,0.078,0.036147743
GIT2,9.91E-07,0.218397291,0.138,0.114,0.03628824
PLGRKT,1.00E-06,0.510061799,0.084,0.06,0.036746674
PDE6D,1.01E-06,1.316624166,0.073,0.029,0.036921384
SDCCAG8,1.03E-06,0.735724756,0.091,0.055,0.037568648
DHRS3,1.03E-06,-0.691481241,0.081,0.131,0.03762959
SQLE,1.06E-06,-0.141749539,0.067,0.069,0.038683681
KCNQ1,1.07E-06,0.732373424,0.084,0.053,0.039048711
PIP4K2A,1.07E-06,0.689147795,0.305,0.196,0.03910114
AP1G2,1.10E-06,0.952416571,0.114,0.061,0.040093067
ZNF467,1.10E-06,1.038697884,0.056,0.029,0.040319991
TP53INP2,1.11E-06,-0.131806649,0.059,0.065,0.040776456
B3GNT2,1.13E-06,0.255299603,0.197,0.158,0.041241947
NFE2L2,1.14E-06,-0.171716038,0.21,0.224,0.04171588
STAT3,1.14E-06,-0.252251545,0.307,0.337,0.041906029
LUC7L2,1.15E-06,-0.205431044,0.291,0.314,0.041926882
ING3,1.15E-06,0.226914816,0.139,0.117,0.04203008
BLVRA,1.15E-06,0.108726673,0.117,0.102,0.042039244
NCOA1,1.16E-06,-0.10705001,0.119,0.109,0.042582823
HMGCS1,1.18E-06,0.137288886,0.07,0.064,0.043123035
PMVK,1.18E-06,0.851991571,0.069,0.037,0.043273649
FZR1,1.19E-06,-0.648102753,0.058,0.089,0.043552566
6-Mar,1.20E-06,-0.254863549,0.207,0.232,0.043798305
NUP107,1.23E-06,-0.191861454,0.069,0.077,0.044856195
GADD45A,1.24E-06,-0.271139596,0.118,0.146,0.045257264
CPSF1,1.24E-06,0.42716905,0.066,0.05,0.045305626
IRAK3,1.27E-06,1.00921723,0.086,0.042,0.046514016
VPS13D,1.28E-06,-0.155132563,0.097,0.097,0.046698992
TCP11L2,1.30E-06,-0.680378175,0.123,0.183,0.047592754
TRIO,1.31E-06,-0.189187898,0.071,0.065,0.047969913
MGMT,1.32E-06,0.632516109,0.124,0.079,0.048469204
PDHA1,1.34E-06,0.705372318,0.069,0.041,0.049001748
NFKBIE,1.34E-06,0.166344983,0.103,0.091,0.049166304
LCP2,1.40E-06,0.740008871,0.377,0.241,0.051077734
ZMAT3,1.41E-06,0.435353209,0.056,0.042,0.051564819
PRKACA,1.42E-06,0.852761595,0.101,0.056,0.051907034
1-Mar,1.44E-06,1.595917175,0.05,0.015,0.052749908
UQCC2,1.46E-06,0.963990274,0.064,0.031,0.053325645
TMEM91,1.46E-06,0.421915977,0.062,0.043,0.053564469
MAP3K14,1.51E-06,-0.247355872,0.086,0.099,0.055140087
MTRF1L,1.53E-06,0.266625144,0.089,0.074,0.05594722
TMEM71,1.55E-06,0.547003651,0.073,0.046,0.056759356
CDC27,1.57E-06,-0.107890632,0.116,0.119,0.057435481
TNIP1,1.57E-06,-0.277139118,0.211,0.23,0.057472007
RETREG3,1.57E-06,0.160394707,0.051,0.045,0.057585577
JAGN1,1.58E-06,0.451405719,0.116,0.085,0.057652347
DIAPH2,1.59E-06,0.613657997,0.148,0.094,0.058065261
CDC37,1.59E-06,0.249031577,0.428,0.367,0.058171481
GLG1,1.61E-06,0.239568685,0.157,0.127,0.058973556
CAPN15,1.62E-06,0.352762516,0.09,0.071,0.059362492
G2E3,1.64E-06,-0.455398214,0.082,0.108,0.05995512
PIGB,1.66E-06,-0.509679485,0.039,0.054,0.060844351
EPHX2,1.68E-06,0.367187446,0.058,0.05,0.061548202
RGS3,1.69E-06,0.299682572,0.067,0.045,0.061672808
AC012615.1,1.69E-06,-0.144910181,0.084,0.091,0.062032163
OST4,1.73E-06,0.167206347,0.69,0.652,0.063397691
ARSA,1.81E-06,0.284659601,0.071,0.056,0.066315682
MDFIC,1.82E-06,0.434458092,0.194,0.148,0.066490559
TM9SF3,1.82E-06,-0.164887163,0.227,0.229,0.06665651
MAP4,1.85E-06,0.494621724,0.13,0.089,0.067549809
TMEM259,1.87E-06,-0.208775447,0.195,0.221,0.068408727
REEP5,1.87E-06,-0.121399001,0.223,0.221,0.068573156
INTS11,1.88E-06,0.515734497,0.142,0.099,0.068773657
NDUFS6,1.89E-06,0.275601952,0.257,0.202,0.069136759
HIKESHI,1.93E-06,1.185872576,0.095,0.042,0.070716713
ASAP1,1.94E-06,-0.245478187,0.174,0.188,0.070993725
FABP5,1.94E-06,-0.990496498,0.08,0.096,0.071076429
KRR1,1.95E-06,-0.100499293,0.227,0.245,0.071241813
GTPBP6,1.97E-06,0.204883768,0.154,0.134,0.071969715
LMBR1L,1.97E-06,-0.5648121,0.073,0.104,0.072175371
KIF20B,1.99E-06,0.172376325,0.119,0.104,0.072741315
PPP1R11,1.99E-06,0.844637434,0.155,0.085,0.072883232
CCDC124,2.03E-06,0.260057519,0.154,0.125,0.074387573
OSTM1,2.07E-06,0.715000978,0.084,0.049,0.075619156
MRPS25,2.08E-06,0.455923972,0.068,0.049,0.076051012
VMA21,2.09E-06,0.379114383,0.125,0.094,0.076375696
NRF1,2.13E-06,-0.266121993,0.096,0.105,0.077929219
CHCHD5,2.14E-06,0.395763096,0.143,0.107,0.078387269
MGAT4A,2.16E-06,-0.381486741,0.351,0.439,0.079055082
COG1,2.17E-06,-0.210195283,0.052,0.062,0.079267454
NT5DC1,2.17E-06,0.283375812,0.101,0.081,0.07935126
SUCLG1,2.17E-06,0.511380222,0.137,0.09,0.079404456
PPP6R2,2.18E-06,-0.214794804,0.143,0.153,0.079847381
ZNF395,2.25E-06,-0.709644852,0.031,0.054,0.082345258
WDR36,2.25E-06,0.175995903,0.091,0.08,0.082425453
PIK3AP1,2.26E-06,0.591227981,0.104,0.062,0.082730637
NUDT22,2.30E-06,0.90094572,0.098,0.052,0.084260684
TBC1D15,2.32E-06,-0.550604023,0.109,0.151,0.08473698
TAP2,2.40E-06,0.971774725,0.18,0.095,0.087966936
DNAJB6,2.49E-06,-0.141180309,0.405,0.43,0.091043963
ASF1A,2.49E-06,-0.12836324,0.047,0.051,0.091201405
TRAT1,2.50E-06,0.149315488,0.102,0.095,0.091535035
SERTAD3,2.55E-06,0.189107799,0.072,0.058,0.093180117
BUD23,2.56E-06,-0.258519384,0.22,0.252,0.093526278
EIF1B,2.57E-06,-0.351812873,0.335,0.412,0.093915194
TLK1,2.57E-06,-0.3933539,0.23,0.275,0.094072153
IFNAR1,2.60E-06,-0.180995389,0.145,0.156,0.09498718
STX2,2.65E-06,0.278420646,0.09,0.074,0.097033021
TMX1,2.65E-06,0.494360192,0.106,0.072,0.097054256
ACTR3,2.66E-06,0.759325393,0.365,0.242,0.097180251
UGP2,2.71E-06,0.499828354,0.135,0.093,0.099227774
TRAPPC5,2.71E-06,0.714820711,0.264,0.172,0.099233166
RER1,2.83E-06,0.751867886,0.205,0.126,0.103753012
DSE,2.85E-06,-0.379530489,0.117,0.128,0.104488183
DIPK1A,2.86E-06,-0.247337928,0.081,0.093,0.104638863
EPHA4,2.88E-06,-0.850248225,0.048,0.079,0.105553741
NOL9,2.91E-06,-0.492512586,0.062,0.084,0.106592751
SLF1,2.93E-06,-0.279662442,0.06,0.07,0.107161054
MED30,2.96E-06,0.154967595,0.218,0.196,0.108320106
STK38L,2.99E-06,-0.565423521,0.057,0.077,0.109285497
EEA1,2.99E-06,0.599411169,0.098,0.06,0.109323068
ATP5MD,3.01E-06,0.23699586,0.465,0.411,0.110124246
MKLN1,3.05E-06,-0.309759845,0.169,0.185,0.111659059
AKT1,3.10E-06,0.549109506,0.161,0.113,0.113373692
SPG21,3.10E-06,0.544900109,0.14,0.098,0.113470549
CAPG,3.14E-06,1.197591534,0.119,0.058,0.11498929
MTR,3.15E-06,-0.284039455,0.096,0.111,0.11518299
ABCG1,3.16E-06,-0.532055835,0.107,0.148,0.115752226
LYPLA1,3.16E-06,0.425777907,0.171,0.123,0.115788047
PPIL4,3.20E-06,-0.216861516,0.163,0.185,0.117123929
HPCAL1,3.29E-06,0.1556553,0.177,0.136,0.120316637
ERICH1,3.33E-06,0.374441225,0.216,0.17,0.121870857
SDF4,3.41E-06,0.376927539,0.247,0.19,0.124696084
ERI3,3.47E-06,0.831725859,0.078,0.042,0.126831346
BACH2,3.47E-06,-0.693455043,0.272,0.409,0.126997771
FAM50A,3.48E-06,0.658758384,0.158,0.099,0.127471889
CST3,3.63E-06,0.850906889,0.18,0.112,0.132718821
MZT2B,3.64E-06,-0.194372611,0.624,0.665,0.133061827
MRPL22,3.64E-06,-0.465303689,0.124,0.166,0.133121783
NDUFB11,3.70E-06,0.109294752,0.493,0.457,0.135512561
DGLUCY,3.72E-06,0.939027155,0.079,0.039,0.136057082
PPP3R1,3.72E-06,-0.258218056,0.198,0.215,0.13631368
COQ4,3.74E-06,0.65300009,0.082,0.052,0.136904803
CNOT4,3.76E-06,-0.198902001,0.173,0.185,0.137641583
FNIP1,3.82E-06,-0.333384589,0.146,0.164,0.139728086
TOM1,3.93E-06,-0.306540323,0.201,0.24,0.143789022
3-Mar,3.96E-06,-0.999684181,0.057,0.098,0.145113157
UVRAG,3.98E-06,0.401889098,0.218,0.16,0.145671162
CTDSPL2,3.98E-06,-0.505488437,0.123,0.16,0.145803021
PSME4,4.07E-06,-0.235834782,0.161,0.175,0.148801679
ACAT2,4.07E-06,0.588797909,0.092,0.062,0.148946298
MAPKAPK2,4.09E-06,-0.425053596,0.213,0.26,0.149567152
DAP,4.14E-06,0.177786208,0.142,0.124,0.151533111
RALB,4.15E-06,1.379971937,0.056,0.022,0.151913498
LY9,4.15E-06,0.846828368,0.112,0.067,0.151919171
GABPB1,4.32E-06,-0.19356292,0.119,0.127,0.158145418
GFOD1,4.41E-06,0.213028618,0.056,0.045,0.161361755
MYO1G,4.44E-06,0.713416756,0.253,0.164,0.162634113
PHB,4.46E-06,0.867123223,0.155,0.089,0.163382585
FBXO6,4.52E-06,1.497127594,0.059,0.019,0.165257672
SCO2,4.55E-06,0.919587067,0.08,0.041,0.166425718
COX7A2L,4.61E-06,0.219643058,0.331,0.288,0.168677234
MMD,4.69E-06,-0.369205995,0.06,0.074,0.171611813
SIGMAR1,4.83E-06,1.367726282,0.079,0.034,0.176907639
MDH2,4.85E-06,0.208680929,0.348,0.302,0.177581348
FXN,4.88E-06,0.43622769,0.085,0.061,0.178508416
SLC30A9,4.90E-06,-0.200218616,0.088,0.095,0.179260122
MAPK1,5.37E-06,0.618441447,0.224,0.143,0.196389482
FAM172A,5.47E-06,-0.130976602,0.227,0.227,0.200297126
GTF2H5,5.48E-06,1.177855953,0.071,0.032,0.200716958
SPPL3,5.59E-06,-0.169745655,0.14,0.147,0.204698549
BTN3A3,5.72E-06,1.353363577,0.08,0.032,0.209442821
SRBD1,5.73E-06,1.262483437,0.052,0.021,0.209746089
RFLNB,5.81E-06,-0.900920474,0.069,0.09,0.212687823
NSD2,5.99E-06,-0.252205222,0.045,0.051,0.219070298
TBXAS1,6.03E-06,1.294540132,0.125,0.057,0.220766759
CYB561A3,6.04E-06,0.608583566,0.08,0.054,0.220931267
EGR1,6.05E-06,1.469877748,0.071,0.034,0.22129991
TPMT,6.08E-06,0.608719971,0.058,0.035,0.222412817
TBC1D2B,6.27E-06,-0.583212268,0.094,0.122,0.229637737
ERBIN,6.35E-06,0.145156233,0.145,0.126,0.232549023
FYTTD1,6.35E-06,-0.261909254,0.176,0.203,0.232575027
MYSM1,6.45E-06,-0.217566358,0.107,0.122,0.236060074
NOP10,6.46E-06,0.324718563,0.237,0.187,0.236372291
ZNF518A,6.47E-06,1.004406617,0.052,0.025,0.236857193
BET1L,6.47E-06,-0.360201162,0.081,0.103,0.236975791
TNKS2,6.49E-06,-0.150891715,0.245,0.26,0.237626265
HSPA1A,6.57E-06,0.622100997,0.058,0.033,0.240591654
SEC14L2,6.60E-06,-1.824306328,0.015,0.053,0.241589124
NADK,6.71E-06,1.293072896,0.08,0.032,0.245490826
ZNF609,6.78E-06,0.568543254,0.073,0.048,0.248211012
AL138963.4,7.00E-06,-0.402127313,0.359,0.435,0.256334177
CBR1,7.01E-06,0.980275574,0.06,0.028,0.256637034
COA6,7.03E-06,0.672733244,0.08,0.049,0.257285797
HNRNPAB,7.06E-06,0.398199856,0.176,0.13,0.25854864
CTSA,7.07E-06,0.652680386,0.138,0.089,0.258845136
ADGRE2,7.14E-06,0.781632714,0.067,0.037,0.261307732
HLA-A,7.14E-06,0.229564366,0.942,0.943,0.261381071
SLC35A4,7.15E-06,0.607390724,0.055,0.035,0.261608516
SP2,7.47E-06,-0.279090189,0.067,0.078,0.273408319
SPNS1,7.51E-06,-0.396883177,0.074,0.09,0.274807716
RFNG,7.58E-06,0.495096455,0.067,0.049,0.277418395
PSMA3-AS1,7.67E-06,0.324210863,0.133,0.102,0.280617618
SKAP1,7.69E-06,0.57458188,0.359,0.268,0.281389575
SLC7A7,7.82E-06,1.531666766,0.081,0.031,0.286259182
GAS7,7.94E-06,0.54613557,0.126,0.074,0.290766288
SLC8B1,7.96E-06,-0.26108732,0.048,0.054,0.291220748
MAT2A,8.02E-06,0.597732246,0.093,0.06,0.293563037
TSG101,8.16E-06,-0.433423357,0.116,0.141,0.298730752
RPL13A,8.20E-06,-0.160550208,0.766,0.789,0.299982987
EPC2,8.20E-06,-0.16510996,0.193,0.205,0.300025949
PTBP2,8.27E-06,-0.407353557,0.111,0.133,0.302802668
GOSR1,8.29E-06,-0.43542668,0.127,0.166,0.303410629
BCR,8.35E-06,0.427456484,0.085,0.06,0.305627934
NSRP1,8.42E-06,-0.225199846,0.147,0.165,0.308306673
NDUFS8,8.43E-06,0.410583095,0.218,0.164,0.308418447
PDE8A,8.62E-06,-0.28244868,0.098,0.114,0.31556854
ECI1,8.66E-06,0.644179331,0.09,0.054,0.317119056
FAM222B,8.72E-06,-0.672177599,0.046,0.068,0.319128019
STRN3,8.97E-06,0.102249233,0.061,0.053,0.328167314
OAS1,9.00E-06,2.856852344,0.052,0.008,0.329268511
EGLN2,9.01E-06,1.009688024,0.111,0.055,0.32976192
PBX3,9.08E-06,-0.152519615,0.077,0.079,0.332193428
GET4,9.12E-06,-0.555416811,0.106,0.149,0.333892521
STK16,9.20E-06,0.472927895,0.073,0.05,0.336568434
SMCHD1,9.21E-06,-0.218942307,0.541,0.571,0.337119553
PIAS1,9.22E-06,-0.124441658,0.269,0.276,0.337314517
TCF20,9.23E-06,-0.286094527,0.045,0.05,0.337714853
NT5C,9.42E-06,0.609132819,0.13,0.086,0.344911879
SNRNP27,9.48E-06,-0.169665835,0.097,0.11,0.34702447
JPT1,9.50E-06,0.904615886,0.155,0.085,0.347838777
DIP2B,9.57E-06,-0.178844058,0.095,0.1,0.35016018
ALOX12-AS1,9.58E-06,0.630845925,0.052,0.033,0.350468301
HACL1,9.67E-06,-0.13558572,0.057,0.06,0.35405823
LYRM9,9.80E-06,-0.333706794,0.039,0.052,0.35852954
PDIA4,9.89E-06,0.96603551,0.098,0.047,0.362053965
ASCC3,9.92E-06,0.203013426,0.167,0.14,0.363204958
HCK,1.01E-05,2.080053584,0.088,0.031,0.370760619
CSK,1.01E-05,1.09208698,0.304,0.161,0.371358046
TBL1XR1,1.02E-05,-0.196342159,0.121,0.126,0.374604904
PKIA,1.02E-05,-0.442969105,0.044,0.06,0.374972076
IFT20,1.04E-05,0.529370603,0.102,0.069,0.379056677
VKORC1,1.05E-05,0.840810305,0.093,0.052,0.383795865
MAU2,1.06E-05,-0.167104104,0.06,0.066,0.386277746
PRR12,1.07E-05,0.185269389,0.059,0.052,0.391760179
CDK14,1.07E-05,-0.12050269,0.075,0.066,0.393202987
PFKL,1.08E-05,0.853508923,0.125,0.069,0.394362848
GATAD1,1.09E-05,1.090587986,0.054,0.026,0.399483094
NEMF,1.10E-05,-0.131293528,0.189,0.202,0.403834021
SEC23A,1.12E-05,-0.34816513,0.069,0.087,0.409169543
ETFB,1.14E-05,0.386066461,0.165,0.128,0.416300868
AC016831.7,1.14E-05,-0.546327834,0.046,0.057,0.417357486
CCDC66,1.17E-05,-0.319359101,0.106,0.133,0.429554543
SYF2,1.18E-05,-0.292465074,0.442,0.507,0.431669077
TIPRL,1.24E-05,-0.110866273,0.176,0.185,0.452689184
MAD1L1,1.25E-05,0.225634229,0.194,0.161,0.458309961
RHEB,1.25E-05,0.123928364,0.213,0.191,0.458645324
ARID2,1.27E-05,-0.384357565,0.129,0.152,0.464236714
TCIRG1,1.27E-05,0.376319176,0.213,0.164,0.466558954
P4HA1,1.30E-05,0.447577043,0.074,0.051,0.474695286
CHID1,1.32E-05,0.728697169,0.058,0.035,0.483314356
TMCC3,1.34E-05,0.123806214,0.055,0.046,0.491365072
COPB1,1.35E-05,-0.205861664,0.141,0.153,0.495201372
IFIT5,1.38E-05,0.320053239,0.085,0.072,0.504062207
TRIB2,1.39E-05,0.208917809,0.056,0.051,0.508145111
VAMP5,1.41E-05,0.78685092,0.217,0.136,0.514681949
CFAP410,1.43E-05,0.210317819,0.082,0.069,0.521588764
IFI35,1.45E-05,1.316748471,0.078,0.029,0.529112768
BTN3A1,1.51E-05,0.654236007,0.122,0.078,0.55298589
KDELR1,1.56E-05,0.614262349,0.232,0.157,0.569335209
LYAR,1.56E-05,0.451467581,0.23,0.164,0.569554643
SGSM3,1.56E-05,0.361592333,0.08,0.059,0.570150052
TMEM156,1.56E-05,-0.207044743,0.057,0.062,0.570904569
PRR5L,1.57E-05,1.263412775,0.056,0.022,0.572873346
B3GLCT,1.58E-05,-0.649900137,0.061,0.093,0.578442566
CCDC88B,1.60E-05,0.565409387,0.084,0.055,0.586398578
FAM207A,1.60E-05,0.628078985,0.056,0.036,0.587177781
SIN3A,1.61E-05,-0.225663729,0.108,0.124,0.590022145
SUPT16H,1.63E-05,-0.175096933,0.137,0.146,0.597482883
LINC00649,1.64E-05,0.434100238,0.052,0.037,0.600208918
BICRAL,1.65E-05,0.100545741,0.172,0.152,0.604980372
MRPS23,1.68E-05,-0.153722552,0.073,0.08,0.614634744
SPATA13,1.68E-05,-0.148787958,0.169,0.182,0.616358811
FOXJ3,1.69E-05,-0.249834907,0.167,0.186,0.619343312
RABGAP1L,1.70E-05,0.48095246,0.318,0.246,0.623535636
NDRG1,1.72E-05,-0.16931004,0.063,0.065,0.630793615
PFKFB3,1.73E-05,-0.161147364,0.123,0.14,0.632871907
SEPHS2,1.75E-05,-0.10377576,0.084,0.088,0.640081437
PRH1,1.79E-05,-0.20506038,0.052,0.058,0.654026128
CBFB,1.79E-05,-0.128628993,0.091,0.09,0.654644423
WDR13,1.81E-05,0.695504387,0.066,0.041,0.661574959
PRMT1,1.81E-05,0.734133621,0.145,0.087,0.662357184
RIC3,1.82E-05,-0.426475763,0.053,0.075,0.664751214
RANBP3,1.82E-05,-0.304261758,0.056,0.069,0.667789426
NDUFAF3,1.83E-05,0.846906628,0.133,0.072,0.667990384
SSU72,1.83E-05,0.308574377,0.331,0.273,0.670410211
FAF1,1.86E-05,0.199116295,0.173,0.141,0.682065476
SNRPA,1.87E-05,0.216464462,0.26,0.231,0.683977949
RAPGEF6,1.87E-05,-0.20156951,0.17,0.183,0.684264318
GABARAP,1.89E-05,0.420152972,0.624,0.561,0.691967024
MAD2L2,1.90E-05,0.200669872,0.128,0.112,0.694680381
VCAN,1.93E-05,1.063188711,0.112,0.058,0.704949636
SF1,1.95E-05,-0.153073016,0.652,0.679,0.714815122
PPM1B,2.04E-05,-0.19674901,0.167,0.184,0.745827516
NIPBL,2.06E-05,-0.18682674,0.317,0.335,0.753233562
QSOX1,2.14E-05,0.113354116,0.085,0.067,0.782111862
BHLHE40-AS1,2.15E-05,0.292347384,0.066,0.049,0.785947396
DYNC1LI2,2.20E-05,-0.202870067,0.074,0.082,0.8039115
C16orf91,2.21E-05,0.479264197,0.059,0.041,0.810468499
RCE1,2.22E-05,0.17825436,0.11,0.097,0.811196535
STX11,2.28E-05,0.211418816,0.168,0.146,0.833690177
MXD1,2.31E-05,0.386521017,0.128,0.094,0.843979309
INSIG1,2.36E-05,-0.660956269,0.114,0.15,0.862044209
CAMK2D,2.36E-05,0.156661146,0.139,0.121,0.863947116
MTFP1,2.41E-05,-0.646476863,0.101,0.152,0.880345521
NME3,2.44E-05,0.272159925,0.25,0.207,0.892046294
MTDH,2.50E-05,0.166566887,0.382,0.337,0.915613218
PCBD1,2.51E-05,1.050316111,0.069,0.034,0.918608189
CCR6,2.56E-05,-0.38105032,0.043,0.054,0.935478862
RRM1,2.56E-05,-0.697577179,0.049,0.073,0.935687608
PRKAB1,2.57E-05,-0.127651706,0.046,0.051,0.940688282
PLXDC2,2.59E-05,0.401493771,0.108,0.067,0.949225218
PDAP1,2.60E-05,0.415545936,0.193,0.149,0.952273944
MAX,2.62E-05,-0.117514052,0.359,0.377,0.957150582
BCKDHB,2.65E-05,0.998054949,0.053,0.027,0.968150008
MRPL52,2.66E-05,0.505442056,0.176,0.121,0.973030466
SRP54,2.66E-05,-0.443903807,0.091,0.116,0.975026753
EHD4,2.67E-05,0.147708496,0.147,0.128,0.975642862
RO60,2.68E-05,-0.207917719,0.143,0.157,0.980951168
FBXL14,2.68E-05,-0.110008309,0.053,0.059,0.981170589
MCUR1,2.71E-05,0.636020123,0.067,0.044,0.992490597
TXK,2.72E-05,0.16666024,0.119,0.109,0.996966971
TAF1D,2.73E-05,-0.257676867,0.251,0.29,0.998671414
PTDSS1,2.73E-05,0.296525218,0.176,0.145,1
USB1,2.74E-05,0.843079254,0.097,0.051,1
LITAF,2.76E-05,-0.270814471,0.478,0.519,1
MYO1F,2.78E-05,0.870816822,0.233,0.124,1
COL6A2,2.83E-05,-0.188942233,0.052,0.053,1
NR2C1,2.84E-05,-0.374134208,0.066,0.084,1
ATP8A1,2.85E-05,-0.410133829,0.125,0.154,1
OPTN,2.85E-05,0.228132194,0.261,0.235,1
SCFD1,2.87E-05,-0.1627508,0.15,0.151,1
RREB1,2.87E-05,-0.302888946,0.094,0.106,1
KDM1B,2.88E-05,0.967162968,0.062,0.028,1
PIK3CD,2.91E-05,0.109970883,0.148,0.131,1
IREB2,2.92E-05,-0.340427894,0.095,0.112,1
AC087239.1,2.94E-05,0.156470942,0.126,0.108,1
LINC01934,2.95E-05,0.53487161,0.075,0.053,1
YES1,2.96E-05,-0.205777074,0.114,0.125,1
SAMD1,2.96E-05,0.373082791,0.052,0.041,1
P4HB,2.98E-05,0.134351232,0.347,0.305,1
SIGIRR,3.00E-05,0.43178857,0.282,0.221,1
YPEL5,3.06E-05,-0.162807717,0.44,0.469,1
HAVCR2,3.07E-05,-0.34278335,0.058,0.06,1
ODC1,3.09E-05,-0.243588058,0.353,0.403,1
RAB3GAP1,3.09E-05,-0.366090205,0.156,0.19,1
SLC38A2,3.11E-05,-0.14700883,0.299,0.318,1
SLAMF6,3.13E-05,1.901105899,0.055,0.014,1
CCNC,3.14E-05,-0.192038491,0.114,0.125,1
PRXL2C,3.17E-05,0.161096687,0.12,0.104,1
SGSH,3.19E-05,-0.292052501,0.048,0.055,1
HERC4,3.21E-05,0.416979291,0.105,0.077,1
SLAMF7,3.22E-05,1.42187458,0.063,0.02,1
KLRC2,3.30E-05,1.53546104,0.083,0.031,1
FOSL2,3.31E-05,-0.159235341,0.19,0.199,1
LAX1,3.40E-05,0.455579524,0.059,0.04,1
MEA1,3.40E-05,0.906712228,0.144,0.079,1
N4BP3,3.40E-05,-1.317081776,0.024,0.057,1
MAEA,3.42E-05,-0.114461468,0.075,0.079,1
MXRA7,3.42E-05,-0.295452771,0.102,0.111,1
WAC,3.51E-05,-0.201539731,0.26,0.278,1
LACTB,3.65E-05,0.549661116,0.114,0.076,1
SNHG14,3.69E-05,-0.218437231,0.05,0.059,1
STAT5A,3.71E-05,-0.342743259,0.074,0.083,1
CCT5,3.72E-05,0.616783016,0.154,0.097,1
CEBPZOS,3.75E-05,0.301128026,0.15,0.123,1
NOLC1,3.80E-05,0.551816907,0.093,0.062,1
PPP2CA,3.80E-05,0.120134883,0.365,0.34,1
OXCT1,3.83E-05,0.167580182,0.16,0.146,1
ZFAND2B,3.86E-05,0.385523717,0.161,0.124,1
MARF1,3.86E-05,-0.158697416,0.082,0.087,1
ZNF100,3.89E-05,0.302202794,0.054,0.042,1
PSMC1,3.95E-05,-0.145727759,0.165,0.179,1
RNASEK,3.96E-05,0.267068202,0.619,0.569,1
ARHGAP45,3.98E-05,0.415302376,0.303,0.242,1
DDX1,4.00E-05,-0.187657096,0.107,0.121,1
DBP,4.03E-05,0.270053452,0.054,0.044,1
JMJD6,4.06E-05,-0.284319107,0.138,0.153,1
ARHGDIB,4.08E-05,0.166605286,0.838,0.808,1
CDK11B,4.08E-05,-0.184579371,0.166,0.185,1
UBE4B,4.11E-05,0.138807692,0.068,0.056,1
TMEM170A,4.15E-05,0.259800526,0.146,0.119,1
SMAD3,4.16E-05,0.189277455,0.167,0.134,1
MFSD1,4.22E-05,1.041673414,0.104,0.048,1
SNX17,4.25E-05,0.849489927,0.172,0.099,1
NAA20,4.28E-05,-0.227449073,0.112,0.124,1
MFNG,4.29E-05,0.155952456,0.19,0.167,1
ALDH16A1,4.32E-05,1.155200551,0.065,0.028,1
APOBEC3G,4.36E-05,0.677400004,0.146,0.087,1
DCPS,4.39E-05,0.495143094,0.065,0.041,1
CD47,4.39E-05,0.186644895,0.365,0.329,1
CCPG1,4.39E-05,-0.130553718,0.091,0.094,1
CTBP2,4.41E-05,0.580372915,0.08,0.045,1
PRR14L,4.62E-05,0.119312339,0.08,0.067,1
DSTN,4.62E-05,0.263724365,0.341,0.277,1
DDX58,4.69E-05,1.222805347,0.058,0.024,1
SSBP2,4.72E-05,0.417697938,0.129,0.096,1
DENND1A,4.75E-05,0.99851765,0.109,0.059,1
SUDS3,4.79E-05,0.598611598,0.089,0.058,1
SLC36A4,4.88E-05,-0.288375518,0.075,0.086,1
RSAD1,4.89E-05,0.363494638,0.091,0.07,1
LYSMD2,4.89E-05,-0.110399283,0.114,0.118,1
CD96,4.98E-05,0.137727509,0.262,0.239,1
SLC66A3,4.99E-05,1.099452438,0.106,0.05,1
AC015912.3,4.99E-05,0.236937222,0.058,0.045,1
XRCC5,5.05E-05,0.149530686,0.306,0.273,1
